sound_id,class,class_idx,class_top,confidence,uploader,license,title,tags,description
147760,fx-a,15,fx,3,inchadney,https://creativecommons.org/licenses/by/4.0/,Geese.WAV,"winter,field-recording,Geese,goose","Because of a lot of rain some of the fields south of Hanover turned into wee lakes. That, mild weather in January 2012, turned the area into a geese heaven! It was so funny to watch them and there were loads of them. Just too windy for a decent recording and I only had the Sony PCM-D50 with me. The next time I went there (with the full monty), s.th. like a week later, the ground was frozen and not one goose in sight."
56549,fx-a,15,fx,4,ERH,https://creativecommons.org/licenses/by/4.0/,Black Casqued Hornbill 5.wav,"bird,bird-call,bird-song,black-casqued-hornbill,field-recording,jungle,tropical-bird",The call of the Black Casqued Hornbill. Strangely for a jungle bird it is reminiscent of the call of geese. Recorded at Le Jardin D'Oiseaux Tropicale in Provence.
81923,fx-a,15,fx,4,earthVERSES,http://creativecommons.org/licenses/by/3.0/,cicadas.wav,"insects,nature,field-recording,new-mexico,timbals,cicadas","Close recording of what I believe to be cicada song. Unfortunately, there is a faint metallic sound in the background, perhaps a loose tin roof on one of the nearby farm structures rustling in the wind. Recorded using: Sony MZ-R700 MiniDisc Recorder, Sony ECM-MS907 Electret Condenser."
13533,fx-a,15,fx,2,acclivity,https://creativecommons.org/licenses/by-nc/4.0/,BumbleBee.wav,"bee,bumblebee,buzzing,field-recording",A BumbleBee recorded in Sussex in April 2003 using Sony MD and ECM-MS907 mic
44170,fx-a,15,fx,3,digifishmusic,https://creativecommons.org/licenses/by/4.0/,Batty Processed.wav,"animal,bat,field-recording,frequency-sweep,high-frequency,high-pitch,insect,navigation,night-time,pulse,sonar,stereo,ultrasound",More sounds of a bat from my neighborhood. Filtered of non-bat noises. Recording chain: Rode NT4 (microphones) - Sound Devices Mix Pre (Mic preamp) - Edirol R-09 (16 bit 44.1 kHz).
39980,fx-a,15,fx,2,dobroide,https://creativecommons.org/licenses/by/4.0/,20070824.dog.panting.wav,"environmental-sounds-research,flickr,breathing,dog,field-recording,panting","a dog pants. Unsurprising, given the fact that he had just climbed a mountain ddespite being severly disabled. See the animal here: <a href=""http://www.flickr.com/photos/dobroide/1284312113/"" rel=""nofollow"">http://www.flickr.com/photos/dobroide/1284312113/</a>"
257858,fx-a,15,fx,5,tompallant,http://creativecommons.org/publicdomain/zero/1.0/,Pig_Grunts_Snorts_Breathing_Hackney_City_Farm.wav,"Creature,Pig,Animal,Pigs,Field,Recording,Grunts,Farm,Yard,Breathing",Here is a recording I made of a pig at Hackney city farm. It was recorded about 4 years ago on a Zoom H2. Unfortunately there are some people in the background but there are also some clean Grunts and breathing. Enjoy!
72230,fx-a,15,fx,3,dobroide,https://creativecommons.org/licenses/by/4.0/,20090501.horse.neigh.wav,"andalusia,birds,countryside,field-recording,horse,nature,neigh,spring","a horse neighs a few times, with bird singing, dog barking and bangs in background. Sennheiser MKH60 + MKH30 into Shure FP24 preamp, Edirol R09 recorder. Decoded to mid-side stereo with free Voxengo VST plugin"
16466,fx-a,15,fx,5,acclivity,https://creativecommons.org/licenses/by-nc/4.0/,TheLadySaysNo.wav,"meow,morocco,growl,cat,squeal,hiss,field-recording","A feline female declines the attentions of a randy tom cat. Essaouira, Morocco 24-Feb-06 Sony MZ-N10 and MS907. Two cats were sparring in the alley below our bedroom window. I managed to get downstairs and outside with my recorder in time for the final showdown. (Uploaded one mono channel only, as the side nearer the cat overloaded!)"
63921,fx-a,15,fx,5,dobroide,https://creativecommons.org/licenses/by/4.0/,20081130.geese.overheading.flac,"field-recording,bird,migration,oca,marshes,grauwe-gans,oie,spain,greylag-goose,graugans,ansar","Several hundred Greylag geese on migration arriving to the marshes of Donana, S Spain, on the last day of November 2008. Sennheiser MKH60 + MKH30 into Shure FP24 and Edirol R09 recorder <a href=""http://es.wikipedia.org/wiki/Anser_anser"" rel=""nofollow"">http://es.wikipedia.org/wiki/Anser_anser</a>"
15791,fx-a,15,fx,5,laurent,https://creativecommons.org/licenses/by/4.0/,dog 2.wav,"field-recording,barking,dog",Digital recording using a Schoeps MS mic.
160574,fx-a,15,fx,4,ultradust,https://creativecommons.org/licenses/by/4.0/,Neighborhood  Bird Ambiance 7,"birds,singing,yard,night,summertime,mockingbird,field-recording,neighborhood","A Zoom H4n recording of summertime ambiance outside a home in San Gabriel, California. A loud Northern Mockingbird dominates the soundscape, with the sound of a freeway in the distance. Note: You are free to use this recording in any way deemed fit for both personal and commercial use, provided that you expressly credit the sample with the following author in your published material: Andi Roselund (Sangwha Comm)"
37228,fx-a,15,fx,3,dobroide,https://creativecommons.org/licenses/by/4.0/,20070705.cricket.nightjar.wav,"bat,birds,crickets,dusk,field-recording,flickr,insects,nature,night,nightjar,twilight","crickets and Nightjar singing at dusk near Donana, S Spain, along with strong ultrasonic calls (presumably from a bat). For a spectral view of this sound see <a href=""http://www.flickr.com/photos/dobroide/761823543/"" rel=""nofollow"">http://www.flickr.com/photos/dobroide/761823543/</a>"
38592,fx-a,15,fx,4,dobroide,https://creativecommons.org/licenses/by/4.0/,20070805.pintada.wav,"chicken-run,bird,hen-run,poultry,helmeted-guineafowl,nature,pintada,field-recording","call from the Helmeted Guineafowl (Numida meleagris), the best known of the guineafowl bird family, Numididae. I would describe this sound as 'unpleasant' but hey... Recorded with a Cannon camcorder"
95694,fx-a,15,fx,4,dobroide,https://creativecommons.org/licenses/by/4.0/,20100423.hungry.cats.01.wav,"miaw,field-recording,cat,miaow,miau,miaou,kitten",hungry cats begging for food. Shure WL183 into Fel preamp and Olympus LS10 recorder
34595,fx-a,15,fx,4,dobroide,https://creativecommons.org/licenses/by/4.0/,20070506.rubber.duckies.05.wav,"quack,bird,field-recording,funny,squeaking,toy","squeaks from actual birds (Coot, Great Reed Warbler, Little Grebe) which may remind a toy."
56565,fx-a,15,fx,4,inchadney,https://creativecommons.org/licenses/by/4.0/,Wren.wav,"bird,birdsong,field-recording,swifts,wren","All this spring this wren stayed nearby, using the roostingpocket we have put up : ) He sings every day (it is a male bird). Other things you can hear are some swifts and noise from the city. AT835ST microphone, Beachtek preamp into an iriver ihp-120."
80788,fx-a,15,fx,4,NoiseCollector,http://creativecommons.org/licenses/by/3.0/,frogs3.wav,"field-recording,frogs,insects",The frogs and insects at night recorded with Olympus DS-40 with Sony ECMDS70P.
85362,fx-a,15,fx,2,dobroide,https://creativecommons.org/licenses/by/4.0/,20091211.barking.stairs.wav,"barking,dog,field-recording","a small dog barks in the stairs, a woman says something. Olympus LS10 internal mics"
33447,fx-a,15,fx,5,dobroide,https://creativecommons.org/licenses/by/4.0/,20070407.slaughter.04.WAV,"horror,scary,end,crying,suffering,death,horrific,meat,animal,nature,pig,butchering,scream,slaughter,field-recording,squeal","Young pigs' slaughter. WARNING: this particular sample is very moving, at least for me. It begins with a cry and slowly fades out as the poor creature dies. Recorded in a country house's open yard near Cabra, S Spain. Sennheiser ME66 + MKH30, Shure FP24 preamp, Edirol R09 recorder. It was very hard for me to record this so I hope it's any use. EDIT: I feel the need to clarify. This is the traditional way of killing the pig in Spanish (and many other countries) rural environment. It is based on bleeding (severance of the major blood vessels), which is not the norm in industrial slaughter houses nowadays (where stunning is applied previously to reduce suffering). I uploaded this to document a traditional practice - very cruel in my opinion - , for the sake of anthropological interest if you wish. Listeners can extract her/his own ethic/moral implications."
16835,fx-a,15,fx,4,dobroide,https://creativecommons.org/licenses/by/4.0/,20060312.swallow.patio.wav,"birds,city,field-recording,nature,south-spain",patio ambiance with swallow singing in foreground and voices in background / ambiente de un patio con una golondrina cantando y voces detras
64187,fx-a,15,fx,3,NoiseCollector,http://creativecommons.org/licenses/by/3.0/,its_alive.wav,"field-recording,underwater,hydrophone","Another encounter with a mystery aquatic creature while testing the homemade hydrophone created with some zip ties, a 1/8th stereo extension (3.5mm) and a balloon in some small fresh water lakes at night with the DS-40, converted to WAV with switch."
33793,fx-a,15,fx,2,dobroide,https://creativecommons.org/licenses/by/4.0/,20070408.morning.01.flac,"ambiance,birds,nature,south-spain,spring,field-recording","lots of birds singing early in the morning near Bernabe House (Carcabuey, Spain). Sennheiser ME66+MKH30 into Shure FP24, recorded in Edirol R09, decoded to M/S stereo with Voxengo free VST plugin"
343165,fx-a,15,fx,3,theatertech455,http://creativecommons.org/publicdomain/zero/1.0/,Clomping.wav,"animal,pony,horse,farm",A horse running in a straight line. Then slowly stops.
118859,fx-a,15,fx,3,saphe,https://creativecommons.org/licenses/by/4.0/,birds on the lake,"swidwie,poland,ntg-2,dr-100,outdoor,tascam,rode,field-recording,birds,lake",Evening conversation between birds on the lake.
395241,fx-a,15,fx,3,DigPro120,http://creativecommons.org/publicdomain/zero/1.0/,Cat Purring.mp3,"cat,purring,purr,pet",Cat purring. An iPhone was used to capture the sound and basic editing was completed in GarageBand. The cat was very close to the microphone in a quiet room.
54387,fx-a,15,fx,3,rfhache,http://creativecommons.org/licenses/by/3.0/,FR.PB.NightAmbience.4.mp3,"night,outdoors,insects,summer,ambience,sound,nature,ecm907,field-recording,mzr50","NightAmbience at PraiaBranca, Brazil. Sea-waves as background, several kinds of insects making their EXTREME electronic-like performance."
161933,fx-a,15,fx,3,kangaroovindaloo,https://creativecommons.org/licenses/by/4.0/,Dusk Atmos With Distant Kookaburras,"birds,australian,kookaburra,Atmos,insects,field-recording,australia",Dusk Atmos With Distant Kookaburras. I did this with my five year old daughter in tow. It's hard for a five year old to stay quiet for long...
163115,fx-a,15,fx,4,agarwalkunal,http://creativecommons.org/publicdomain/zero/1.0/,111013__soundbytez__chesnut-mandibled-toucan.wav,"chesnut,soundbytez,tropical,bird,mandibled,toucancleaned,field-recording","This is simply a noise filtered version of the original Man-billed toucan recording uploaded by 'soundbytez' <a href=""http://www.freesound.org/people/soundbytez/sounds/111013/#"" rel=""nofollow"">http://www.freesound.org/people/soundbytez/sounds/111013/#</a> Please click on the above link for the original file"
63966,fx-a,15,fx,4,rfhache,http://creativecommons.org/licenses/by/3.0/,FR.CTC.08.CoyuyoS.001.wav,"noise,argentina,summer,catamarca,insects,nature,cicadas,dog,barking,zoomh4,sound,field-recording",intense cicada (Quesada Gigas) ambience.
84441,fx-a,15,fx,4,Tito Lahaye,https://creativecommons.org/licenses/by-nc/4.0/,honey bees.wav,"abejas,bees,honey,honey-bees,insects,kava",Bees buzzing on honey. Recorded with ZOOM H2.
131199,fx-a,15,fx,3,yfjesse,https://creativecommons.org/licenses/by/4.0/,Dog Bark,"speak,lab,dog,bark,golden","after half an hour of training my dog to speak, I got a pretty decent sample"
120587,fx-a,15,fx,4,dobroide,https://creativecommons.org/licenses/by/4.0/,20110503_clucking.05.wav,"chicken,clucking,field-recording,hen,henhouse","hen clucking. PCM M10 internal mics, recorded near Utiaca, Gran Canaria"
18581,fx-a,15,fx,3,sluzzslazz,http://creativecommons.org/licenses/sampling+/1.0/,greenlakeamb.mp3,"bark,dog,birds,dog-bark,field-recording,park","A field recording taken at Greenlake park in Seattle, on the hill across from Duck Island. A dog and its owner are heard noticing a squirrel. There are also heard crows, geeses, minor birds, and the distant rumble of Highway 99."
57272,fx-a,15,fx,3,digifishmusic,https://creativecommons.org/licenses/by/4.0/,Eastern Whipbird.wav,"stereo,field-recording,atherton-tablelands,queensland,tropical,northern-whipbird,lake-eacham",A recording of (mainly) a Northern Whipbirds. Recorded near lake Eacham in the rainforest. The fluttering of wings you can hear is from a Riflebird (Ptiloris magnificus). It was lightly raining at the time and a stream is audible. Recording chain: AT3032 microphone pair - Sound Devices MixPre - Edirol R09HR
18929,fx-a,15,fx,3,inchadney,https://creativecommons.org/licenses/by/4.0/,Blackcap.WAV,"binaural,blackcap,field-recording,song","It was 5am in the morning when this blackcap song was recorded in May 2006, using once again the Sharp MD-DR 470H minidisk player and the Soundman OKM II. Somehow blackcaps seem to be heard all the time this spring in Hanover. What a song!"
156945,fx-a,15,fx,3,inchadney,https://creativecommons.org/licenses/by/4.0/,morning in the forest with distant river.wav,"river,forest,morning,scotland,perthshire,field-recording","...well, the title says it all. Recorded at about 4am on a May morning on Drummond Hill, near Kenmore in Scotland, with the river Tay in the background. Rode NT1-a microphones, Shure FP24 preamp into Korg Mr 2 recorder."
121203,fx-a,15,fx,4,inchadney,https://creativecommons.org/licenses/by/4.0/,Cuckoo.wav,"cuckoo,denmark,field-recording,ringtone,spooky",Recording of a cuckoo in Denmark in May 2011. Unfiltered.He sang all the night and most of the day and that for days! Sennheiser MKH 40 and Oade FR2-le.
80782,fx-a,15,fx,3,NoiseCollector,http://creativecommons.org/licenses/by/3.0/,fly_rawloop.wav,"buzz,field-recording,fly,insect",A fly buzzing the microphone recorded with Olympus DS-40 with Sony ECMDS70P.
161642,fx-a,15,fx,3,kangaroovindaloo,https://creativecommons.org/licenses/by/4.0/,Startled Cockatoos,"Cacatua-sanguinea,little-corella,corella,parrot,field-recording,bird,Australia,australian,cockatoo",The title explains.
95533,fx-a,15,fx,4,dobroide,https://creativecommons.org/licenses/by/4.0/,20100421.dog.vs.cat.wav,"barking,cat,dog,field-recording,growl","cat growling and small dog barking. Sennheiser MK60 + MKH30 into Shure FP24 preamp, Olympus LS10 recorder"
163327,fx-a,15,fx,3,inchadney,http://creativecommons.org/publicdomain/zero/1.0/,hoverfly.WAV,"chase,field-recording,insect,hoverfly","I tried to follow that Hoverfly with an Olympus LS-10 recorder and it even landed on it! : ) A bit too loud at times and not a really long track. To see one, you can follow this link: <a href=""http://www.youtube.com/watch?v=9_oGWS4-zuw&feature;=youtu.be"" rel=""nofollow"">http://www.youtube.com/watch?v=9_oGWS4-zuw&feature;=youtu.be</a> but it is not the one I recorded here."
183181,fx-a,15,fx,4,klankbeeld,https://creativecommons.org/licenses/by/4.0/,crickets Isolated songs 130322_00.wav,"white-noise,chirping,calling,crisp,general-noise,campestris,field,Gryllus,Acheta,krekel,grasshopper,house,insects,song,isolated,field-recording,domestica,noise,cricket","Isolated (EQ) sound of crickets. MORE IN THIS PACK. Field- and House-crickets in small plastic container on <20cm. Useful as low-level background-noise in cinematic use. Species: field cricket ( Gryllus campestris ) house cricket ( Acheta domestica ). Recorded in classroom school. Rode NT4 > Sony PCM D50, no editing. If any of these sounds have been of help, and you are feeling charitable, please do consider<b> <a href=""http://www.freesound.org/donations/donate/"" rel=""nofollow"">donating to Freesound</a> </b>to help keep the site running (a link is also on the home page). Any donations are greatly appreciated! YOU ALWAYS HAVE TO CREDIT/ATTRIBUTE me (klankbeeld) and freesound.org in your work if you use this sound. Please do it like this if possible: <a href=""https://freesound.org/people/klankbeeld/"" rel=""nofollow"">https://freesound.org/people/klankbeeld/</a> Thank you. This sound may NOT be used in (royalty free) stock material. Don't put my raw sounds/files on youtube or anywhere else. You can use them in creative way as a part of art-form, but not ""re-distribute"" as (royalty free) stock material. Thank you."
117498,fx-a,15,fx,3,inchadney,https://creativecommons.org/licenses/by/4.0/,Blackbird.wav,"dawnchorus,city,spring,birdsong,field-recording,morning,blackbird",A blackbird singing early in the morning in March.Audio Technica AT835ST microphone into Oade FR2-le recorder.
124700,fx-a,15,fx,4,inchadney,https://creativecommons.org/licenses/by/4.0/,crickets.WAV,"crickets,field-recording,harz,harzmountains,summer",Primo EM172 mics and Sony PCM-D50 recorder were what I used to record these crickets on a warm evening in July 2011 in the harz mountains / germany. The recording is pretty loopable.
159585,fx-a,15,fx,3,urupin,https://creativecommons.org/licenses/by-nc/4.0/,Luscinia svecica (Varakushka),"nature,birdsong,forest,birds,field-recording,bird,trills,varakushka,wood,field,recording,svecica,singing,spring,song,Luscinia","This is a small birdie, the distant relative of a sparrow - but it is less, more beautifully, and sings much more interestingly. On Latin it is called as Luscinia svecica, and in Russian - varakushka (варакушка)."
156666,fx-a,15,fx,3,RTB45,https://creativecommons.org/licenses/by/4.0/,Anji Insect Chorus.wav,"nature,ambient,summertime,insect,countryside,bug,locust,grasshopper,cricket,insect-chorus,bug-sounds,insect-sound,crickets,China,bugs,Anji,insects,Nine-Dragon-Canyon,field-recording,summer","The loud roar of a high-summer insect chorus. Recording in Nine Dragon Canyon, Anji, Zhejiang Province, People's Republic of China Sony PCM-D50"
21890,fx-a,15,fx,4,dobroide,https://creativecommons.org/licenses/by/4.0/,20060804.marshes.cricket01.wav,"donana,cricket,field-recording,insects,south-spain,summer","crickets singing during the day in (summer-dry) Donana marshes, south Spain. Sennheiser ME62 &gt; Sony MD &gt; iRiver H120"
48397,fx-a,15,fx,3,dobroide,https://creativecommons.org/licenses/by/4.0/,20080206.rbd.bees.02.wav,"flickr,bee,binaural,buzz,field-recording,insects,nature,ambiance,south-spain","late winter ambiance in scrub, with bees buzzing at flowers of Rosmary bushes"
18229,fx-a,15,fx,4,dobroide,https://creativecommons.org/licenses/by/4.0/,20060419.horse.neigh.wav,"field-recording,horse,nature,neigh,spring",a horse neighs /un caballo relincha
34074,fx-a,15,fx,4,dobroide,https://creativecommons.org/licenses/by/4.0/,20070415.funny.blackbird.wav,"birds,blackbird,nature,field-recording","flute-like trill from a blackbird. Sounds is not very good, but weird enough to catch my ear."
37907,fx-a,15,fx,4,dobroide,https://creativecommons.org/licenses/by/4.0/,20070722.stilts_073.wav,"birds,field-recording,marshes,nature,south-spain,summer",Black-winged Stilts angrily calling as they overfly me
93309,fx-a,15,fx,4,geraeusch,http://creativecommons.org/licenses/by-nc/3.0/,Möwenkolonie.wav,"atlantic,colony,fieldrecording,fishing,gull,kittiwakes,lofoten,loud,northern,ocean,sea",A colony of kittiwakes in Moskenes on Lofoten.Recorded with Tascam DR-07.
53484,fx-a,15,fx,3,ERH,https://creativecommons.org/licenses/by/4.0/,Sk310308 2 green woodpecker 2.wav,"ambience,atmosphere,bird,bird-song,field-recording,woodlands","A spring day in late March 2008 at Skipwith Common, Yorkshire, England. The sounds of many birds can be heard including the ""yaffle"" or Green Woodpecker. There are also general woodland sounds including a breeze in the trees and distant traffic. Slight wind noise in places."
50658,fx-a,15,fx,3,fauxpress,http://creativecommons.org/publicdomain/zero/1.0/,morning_doves_raw.wav,"mourning-doves,birds,call,conversation,doves,field,lo-fi,lofi,mating,spring,bird,recording,morning","Two mourning doves: one close, one far distant, in a mating call and response. Pretty clean, spring pre-air conditioner pollution season background with light birdsong way back. Recorded @ 8Khz with a Griffin iTalk mic to a recently refurbished 20GB 3rd generation iPod - my favorite lo-fi field recording / interview rig. If you have a recording device on your person, you get a lot of stuff you'd otherwise miss altogether. This rig helps me get those things too ephemeral to capture with a stereo pair; sounds I would regret not having at all. I keep it on my belt 90% of the time. Just in case."
192653,fx-a,15,fx,4,RTB45,https://creativecommons.org/licenses/by/4.0/,Cicada-Brood X.wav,"bugs,tree,17,insect,X,Homoptera,New-Jersey,nature,field-recording,Great,Magicicada,forest,Cheesequake,Eastern,brood,Orthoptera,year,periodical,cicada,cicadas,locust,insects","Field recording of Brood X cicadas made at Cheesequake State Park, New Jersey, USA on 6-10-13. The sounds of these 17-year life cycle insects (Great Eastern Brood) will not be heard again until 2021. <a href=""http://en.wikipedia.org/wiki/Periodical_cicadas"" rel=""nofollow"">http://en.wikipedia.org/wiki/Periodical_cicadas</a> PCM-D50"
181357,fx-a,15,fx,3,chris_dagorne,http://creativecommons.org/publicdomain/zero/1.0/,Barn Owl Calls in UK,"barn,bird,tyto,night,uk,call,atmos,wildtrack,screech,alba,icuttv,field-recording,england,owl,europe",Barn Owl calling in woodland at night next to quiet road. Recorded using Sennheiser Microphone.
48417,fx-a,15,fx,3,inchadney,https://creativecommons.org/licenses/by/4.0/,Flocks of Starlings.WAV,"birds,flock,flock-of-birds,starlings,field-recording","Another ""Starling"" recording. When they leave the roosting trees in the morning, they do that in 2 or 3 waves. Very impressive. Panasonic microphone capsules and ihp-120 recorder."
57060,fx-a,15,fx,4,inchadney,https://creativecommons.org/licenses/by/4.0/,Wren in the morning.wav,"bird,birdsong,field-recording,wren","More about our pet. Recorded in the morning using an AT 835 ST microphone, a Quadmic preamp into iriver ihp-120."
116266,fx-a,15,fx,3,dobroide,https://creativecommons.org/licenses/by/4.0/,20110306_horse.grazing.wav,"chewing,field-recording,grazing,horse,marshes,nature,snort,spain","noises made by a horse grazing. At 12s the horse snorts. Recorded near Centro de Visitantes Jose Antonio Valverde, Donana (S Spain) using a pair of Shure WL183 into Fel preamp, PCM M10 recorder"
41742,fx-a,15,fx,3,ERH,https://creativecommons.org/licenses/by-nc/4.0/,Squabbling starlings 3f.wav,"birds,field-recording,starlings","A bunch of aggressive, mainly young, starlings fight and squabble over the food I put out in our garden."
157919,fx-a,15,fx,3,lolamadeus,http://creativecommons.org/publicdomain/zero/1.0/,"Bee on flower, some background talking.wav","bee,insect,buzz,outside,talking","Close up recording of a bee on a flower, I had the mic input level turned up to max to see if it would pick anything up, I couldn't hear it at all, and it sounds pretty good! Shame about those inconsiderate people in the background. ""Hey I'm trying to record a bee over here!"" is not really something you can get away with saying to strangers."
16834,fx-a,15,fx,4,dobroide,https://creativecommons.org/licenses/by/4.0/,20060311.corn.bunting.wav,"birds,field-recording,nature,south-spain",quite repetitive and high pitched song of a corn bunting /canto monotono y agudo de un triguero
32406,fx-a,15,fx,3,digifishmusic,https://creativecommons.org/licenses/by/4.0/,Experiments with Parrots.wav,"audio-experiments,bird,experimental,field-recording,parrot","Binaural recording. I am standing in my front garden, there a lots of parrots in the trees chatting. This is the sound of the parrots slowed 2X. Recording Chain: Sound Professionals SP-TFB-2 Microphones (in ear) --&gt; Edirol R-09 (mic in, level 8, high gain, 24 bit @ 44.1 kHz)."
31909,fx-a,15,fx,4,ERH,https://creativecommons.org/licenses/by/4.0/,wren 1.wav,"bird,bird-song,field-recording,wren",A wren singing in my garden March 1st 2007. There is a certain amount of background and traffic noise - no processing has been done. Recorded on minidisc.
34594,fx-a,15,fx,4,dobroide,https://creativecommons.org/licenses/by/4.0/,20070506.rubber.duckies.04.wav,"quack,bird,field-recording,funny,squeaking,toy","squeaks from actual birds (Coot, Great Reed Warbler, Little Grebe) which may remind a toy."
45991,fx-a,15,fx,3,rfhache,http://creativecommons.org/licenses/by/3.0/,DS.Catamarca.Trip.11.wav,"ambient,atmosphere,crickets,field-recording,nature,noise,processed,sound","Trip.11 Crickets remembering a Trip with “DONPEDRO”, at some great landscapes at Catamarca. Re-Sample of File=44289. Using SoundForge Process, Effects, tools in a RANDOM WAY, Just doing some “Makeup” at them"
11570,fx-a,15,fx,3,samplecat,http://creativecommons.org/publicdomain/zero/1.0/,squeak duck6.WAV,"bathroom,duck,funny,squeak",my little lovely bathroom duck albert
96607,fx-a,15,fx,4,urupin,https://creativecommons.org/licenses/by-nc/4.0/,Solovey (nightingale).,"birdsong,ambience,ambient,forest,birds,ambiance,nature,solo,field,recording,singing,bird,nightingale,field-recording,song","The nightingale sang at night in bushes, it was possible to creep very close - he sang directly in a microphone :-)"
27926,fx-a,15,fx,3,dobroide,https://creativecommons.org/licenses/by/4.0/,20061230.pig.00.flac,"chewing,field-recording,nature,pig,rooting,south-spain","a pig rooting around, chewing and talking to himself. Bird chirps in background. Recorded near Gerena (Seville, Spain) in open woodland with Evergreen Oak. I used a Rode NT4 mic plugged into Shure FP24 preamp, and an iRiver H120 recorder"
88573,fx-a,15,fx,4,inchadney,https://creativecommons.org/licenses/by/4.0/,Crows.WAV,"hitchcock,crows,kenmore,pertshire,scotland,spooky,binaural,the-birds,field-recording","Recorded near the ""sleeping-trees"" of them crows in Kenmore / Perthshire. Sony TCD-D7 DAT recorder and Soundman OKM microphones. A bit like the Birds from Hitchcock."
408447,fx-a,15,fx,3,Kat7777,https://creativecommons.org/licenses/by-nc/4.0/,Cat purr.wav,"snore,purring,cat,deep,domestic,pet,owi,purr","This was recorded in a neighbors house and they have two cats, but only one of them was friendly."
